Record_ID,Order_ID,Production_Date,Plant_Location,Machine_ID,Machine_Type,Machine_Age_Years,Shift,Operator_ID,Supervisor_Name,Product_Line,Raw_Material,Supplier_Name,Batch_Size,Planned_Quantity,Actual_Quantity_Produced,Defect_Count,Quality_Grade,Inspection_Passed,Downtime_Minutes,Cycle_Time_Sec,Temperature_C,Humidity_Pct,Vibration_mm_s,Energy_Consumption_kWh,Unit_Cost_USD,Scrap_Cost_USD,Labor_Hours,OEE_Percent,Last_Maintenance_Days_Ago,Maintenance_Status,Remarks,Yield_Percent,Defect_Rate_Percent
90,ORD-84340,2026-02-25,Plant B,MC-010,Welding Robot,8.0,Morning,OP0020,N. Fernandes,Consumer Plastics,Steel,Poly Materials Inc,50,514,487,10,A,Yes,31.5,37.63,81.9,46.5,2.98,149.42,23.52,148.74,9.5,74.5,63,OK,OK,94.75,2.05
91,ORD-68166,2025-10-16,Plant C,MC-035,Injection Molder,14.9,Evening,OP0097,P. Rao,Electronics Housing,Steel,Global Alloys,250,705,557,15,B,Yes,4.9,50.09,79.5,18.4,2.75,32.74,19.33,170.35,6.76,47.7,39,Not Scheduled,Routine check,79.01,2.69
92,ORD-61352,2026-04-02,Unknown,MC-035,Injection Molder,12.2,Evening,OP0062,S. Kumar,Packaging Unit,ABS Plastic,Precision Components Co,100,450,413,8,A,Yes,45.2,34.05,59.7,48.3,2.66,83.75,9.75,69.43,5.43,58.1,57,Due,Line stopped briefly,91.78,1.94
93,ORD-15053,2026-01-17,Plant B,MC-003,Press Brake,10.4,Evening,OP0067,A. Iyer,Industrial Fastener,Unknown,SteelCorp Ltd,250,613,556,4,B,Yes,13.4,53.97,59.0,60.8,4.97,60.97,33.18,74.05,7.26,53.6,45,Due,Late shift start,90.7,0.72
94,ORD-96105,2025-10-12,Plant B,MC-010,3D Printer,8.0,Evening,OP0072,Unknown,Aerospace Component,Cast Iron,MetalWorks Pvt Ltd,300,650,695,9,Reject,No,7.1,25.08,75.6,41.7,3.33,129.84,37.44,281.51,6.68,51.3,28,Scheduled,customer complaint logged,106.92,1.29
95,ORD-13864,2026-08-15,Plant E,MC-010,CNC Lathe,1.5,Night,OP0119,M. Naidu,Metal Bracket,Unknown,Poly Materials Inc,250,528,446,9,B,No,7.5,39.73,80.9,41.8,2.46,63.6,11.48,93.52,7.78,61.3,2,Not Scheduled,Late shift start,84.47,2.02
96,ORD-29420,2026-01-29,Plant E,MC-040,Laser Cutter,5.3,Morning,OP0003,S. Kumar,Packaging Unit,Copper,Poly Materials Inc,50,509,538,12,C,Yes,14.9,44.86,70.2,49.9,4.32,206.56,20.28,169.28,8.42,81.4,83,OK,customer complaint logged,105.7,2.23
97,ORD-67272,2026-05-26,Plant D,MC-009,CNC Mill,1.4,Evening,OP0006,N. Fernandes,Automotive Parts,Steel,SteelCorp Ltd,200,667,669,11,B,Yes,47.9,47.37,86.7,36.7,4.36,126.93,36.06,353.19,7.21,78.2,4,Not Scheduled,Line stopped briefly,100.3,1.64
98,ORD-93841,2025-10-14,Plant A,MC-017,Laser Cutter,1.1,Evening,OP0094,K. Verma,Metal Bracket,Steel,SteelCorp Ltd,200,405,325,6,B,Yes,17.0,37.74,61.2,52.4,2.69,139.3,19.16,96.74,7.81,70.5,40,Not Scheduled,No Remarks,80.25,1.85
99,ORD-95752,2026-04-07,Plant B,MC-020,Injection Molder,14.2,Evening,Unknown,Unknown,Automotive Parts,Steel,SteelCorp Ltd,100,369,294,6,Not Graded,Yes,9.4,40.23,72.6,21.9,1.42,167.82,27.94,89.95,9.4,47.5,37,OK,unknown issue,79.67,2.04
100,ORD-68190,2025-12-25,Plant A,MC-032,CNC Lathe,3.6,Morning,OP0006,K. Verma,Electronics Housing,Aluminum,Precision Components Co,200,255,238,5,Reject,Yes,69.5,54.02,59.6,45.3,2.53,83.03,11.77,44.68,10.5,68.6,32,Due,OK,93.33,2.1
101,ORD-29398,2026-05-12,Plant A,MC-013,Assembly Line,11.8,Night,OP0112,R. Sharma,Automotive Parts,Steel,Global Alloys,150,313,330,8,B,No,12.3,58.35,74.2,61.8,1.71,167.11,23.17,108.47,7.91,66.8,47,OK,Material shortage,105.43,2.42
102,ORD-49056,2026-03-24,Plant B,MC-038,Welding Robot,8.1,Night,OP0090,S. Kumar,Metal Bracket,Cast Iron,Global Alloys,200,402,381,6,C,No,574.1,34.55,62.9,33.2,1.71,144.45,5.08,28.78,9.64,44.3,41,OK,Late shift start,94.78,1.57
103,ORD-88914,2026-08-29,Plant C,MC-035,Stamping Press,11.2,Night,OP0066,P. Rao,Consumer Plastics,Polycarbonate,Unknown,200,530,508,10,B,Not Recorded,7.0,48.38,67.5,68.4,3.29,129.96,21.89,185.18,7.96,46.5,38,OK,No Remarks,95.85,1.97
104,ORD-88494,2026-03-17,Plant A,MC-013,Conveyor Unit,7.9,Night,OP0028,A. Iyer,Packaging Unit,Steel,Global Alloys,200,441,466,4,C,Yes,12.2,62.3,64.7,38.9,1.9,184.87,10.88,35.9,7.16,52.4,45,OK,Routine check,105.67,0.86
105,ORD-86936,2026-05-10,Plant D,MC-004,Press Brake,6.0,Evening,OP0027,K. Verma,Home Appliance Component,Aluminum,Unknown,50,761,710,18,C,Yes,14.1,51.47,72.6,56.5,3.21,118.8,26.87,375.46,6.23,59.4,47,Scheduled,OK,93.3,2.54
106,ORD-81188,2026-08-27,Plant E,MC-006,Welding Robot,11.5,Night,OP0119,N. Fernandes,Electronics Housing,Aluminum,SteelCorp Ltd,150,472,493,11,B,Yes,17.6,61.66,74.5,45.7,3.09,106.2,10.99,101.76,7.24,61.5,37,Scheduled,Material shortage,104.45,2.23
107,ORD-57934,2026-06-13,Unknown,MC-021,Stamping Press,2.3,Morning,OP0046,M. Naidu,Home Appliance Component,Cast Iron,Unknown,50,584,542,8,Reject,Yes,50.5,52.11,61.6,53.6,2.01,109.95,4.37,17.91,9.9,88.5,54,Not Scheduled,unknown issue,92.81,1.48
108,ORD-60067,2025-10-27,Plant A,MC-014,Stamping Press,10.1,Morning,OP0091,Unknown,Metal Bracket,ABS Plastic,Global Alloys,300,511,432,9,A+,Yes,38.5,30.32,70.8,30.2,1.73,142.41,16.8,88.96,6.24,52.3,41,Due,OK,84.54,2.08
109,ORD-92283,2025-10-01,Plant A,MC-001,CNC Lathe,10.0,Night,OP0038,M. Naidu,Packaging Unit,Copper,Unknown,100,473,416,6,B,Yes,20.5,42.98,69.8,54.3,3.1,150.01,25.2,106.31,9.39,100.0,43,OK,Line stopped briefly,87.95,1.44
110,ORD-95809,2026-02-15,Plant D,MC-001,CNC Mill,5.2,Morning,OP0116,Unknown,Metal Bracket,Steel,Global Alloys,300,367,313,8,A,Not Recorded,58.3,37.54,50.4,26.3,1.23,138.7,12.29,91.58,6.15,73.6,14,Overdue,No Remarks,85.29,2.56
111,ORD-33485,2026-02-07,Plant B,MC-008,CNC Mill,10.5,Night,OP0001,P. Rao,Home Appliance Component,Cast Iron,Global Alloys,150,508,372,10,Reject,Yes,2.2,39.68,68.7,38.3,0.25,127.53,17.12,112.28,9.31,97.4,8,Not Scheduled,Routine check,73.23,2.69
112,ORD-84072,2025-10-16,Plant A,MC-004,Laser Cutter,12.1,Night,OP0032,R. Sharma,Packaging Unit,Copper,Unknown,200,590,520,10,Reject,Yes,4.8,51.45,76.5,47.3,4.26,113.75,21.49,128.89,8.24,50.0,37,Due,Routine check,88.14,1.92
113,ORD-44870,2026-09-09,Plant A,MC-016,Stamping Press,10.6,Morning,OP0037,R. Sharma,Automotive Parts,Aluminum,Global Alloys,50,438,386,8,B,Yes,6.0,46.47,68.8,36.2,2.42,76.51,10.26,57.71,6.39,75.6,45,Overdue,Material shortage,88.13,2.07
114,ORD-61374,2026-04-05,Plant A,MC-025,3D Printer,11.2,Night,OP0083,K. Verma,Automotive Parts,Steel,SteelCorp Ltd,100,583,492,17,B,Yes,40.2,63.38,62.2,50.8,1.62,90.83,37.87,509.48,7.41,69.4,39,Not Scheduled,unknown issue,84.39,3.46
115,ORD-64294,2026-03-18,Plant D,MC-021,Laser Cutter,9.4,Night,OP0059,Unknown,Metal Bracket,Unknown,Precision Components Co,100,286,272,6,A,Yes,19.3,38.84,58.7,40.9,3.01,121.53,27.53,136.41,9.48,48.3,6,OK,OK,95.1,2.21
116,ORD-95124,2026-05-22,Plant B,MC-030,Laser Cutter,12.2,Evening,OP0051,S. Kumar,Consumer Plastics,Steel,Global Alloys,50,464,480,10,Not Graded,Yes,3.1,47.4,54.6,46.1,1.17,65.29,42.14,338.06,8.91,41.2,56,Not Scheduled,Line stopped briefly,103.45,2.08
117,ORD-96375,2026-02-27,Plant C,MC-031,Injection Molder,1.7,Morning,OP0058,Unknown,Industrial Fastener,Aluminum,MetalWorks Pvt Ltd,250,469,398,9,B,Yes,47.6,56.69,75.5,40.9,2.28,105.28,3.72,21.21,9.48,81.5,40,OK,No Remarks,84.86,2.26
118,ORD-53158,2026-03-05,Plant D,MC-003,Press Brake,2.4,Morning,OP0066,Unknown,Aerospace Component,Unknown,Precision Components Co,150,363,339,9,A,Not Recorded,18.1,51.08,64.4,60.6,1.58,51.43,4.11,21.65,7.43,48.8,53,OK,Routine check,93.39,2.65
119,ORD-36490,2026-02-23,Plant A,MC-040,CNC Mill,7.2,Unknown,OP0089,Unknown,Automotive Parts,Steel,Unknown,150,655,599,15,C,Yes,13.9,55.59,55.2,28.6,4.65,158.91,27.52,341.96,8.18,43.8,38,Not Scheduled,No Remarks,91.45,2.5
120,ORD-41558,2025-11-01,Plant A,MC-001,CNC Mill,12.7,Morning,OP0074,N. Fernandes,Home Appliance Component,Aluminum,SteelCorp Ltd,250,308,318,8,A,Yes,27.4,52.62,71.6,20.8,0.97,118.96,31.97,180.6,8.14,94.5,34,Overdue,Late shift start,103.25,2.52
121,ORD-82001,2025-12-20,Plant E,MC-029,3D Printer,3.8,Evening,OP0006,R. Sharma,Electronics Housing,Unknown,MetalWorks Pvt Ltd,200,447,413,10,Reject,No,2.9,27.67,59.0,69.6,3.68,49.49,16.79,162.59,7.67,84.8,20,OK,unknown issue,92.39,2.42
122,ORD-60150,2025-11-29,Plant A,MC-032,Laser Cutter,14.7,Evening,OP0103,R. Sharma,Industrial Fastener,Steel,Global Alloys,200,509,493,8,B,Yes,48.0,25.63,81.4,42.0,0.61,111.34,8.58,39.45,6.56,59.1,50,Due,unknown issue,96.86,1.62
123,ORD-95477,2026-05-31,Plant B,MC-007,3D Printer,3.6,Evening,OP0083,A. Iyer,Automotive Parts,Aluminum,SteelCorp Ltd,250,476,454,12,Reject,Not Recorded,2.7,56.08,83.4,55.5,2.11,107.21,31.86,367.65,8.71,62.4,3,Due,No Remarks,95.38,2.64
124,ORD-64738,2026-02-11,Plant B,MC-011,Welding Robot,4.8,Evening,OP0055,R. Sharma,Industrial Fastener,Polycarbonate,Global Alloys,200,460,371,4,A+,Not Recorded,30.5,56.75,79.9,29.1,1.1,89.3,26.42,76.12,8.93,51.6,14,Not Scheduled,Power fluctuation,80.65,1.08
125,ORD-71849,2026-06-15,Plant C,MC-008,Injection Molder,13.7,Evening,OP0021,S. Kumar,Medical Device Part,Aluminum,SteelCorp Ltd,50,633,585,18,B,Yes,6.6,45.03,65.5,39.5,1.2,136.37,31.07,492.95,9.15,40.3,37,Due,No Remarks,92.42,3.08
126,ord3227,2026-06-11,Plant E,MC-009,Injection Molder,3.4,Unknown,OP0071,S. Kumar,Electronics Housing,Aluminum,Precision Components Co,300,372,365,10,A,Yes,34.6,41.85,58.0,28.8,1.43,206.53,30.28,224.08,9.83,62.3,1,Scheduled,unknown issue,98.12,2.74
127,ORD-98543,2026-05-04,Plant B,MC-014,Assembly Line,5.9,Morning,OP0072,L. D'Souza,Electronics Housing,Steel,MetalWorks Pvt Ltd,150,584,509,12,Reject,Yes,19.2,37.79,43.1,52.4,2.12,165.53,26.99,298.47,7.43,45.4,39,Not Scheduled,No Remarks,87.16,2.36
128,ORD-65279,2026-01-25,Plant E,MC-012,Conveyor Unit,14.4,Unknown,OP0078,K. Verma,Home Appliance Component,Unknown,Global Alloys,150,525,510,9,Not Graded,Yes,8.1,42.16,75.4,51.7,0.94,146.48,40.01,236.36,6.03,97.4,72,Not Scheduled,Late shift start,97.14,1.76
129,ORD-18326,2026-03-30,Plant E,MC-010,Injection Molder,3.2,Morning,OP0066,Unknown,Consumer Plastics,Polycarbonate,Unknown,200,525,498,8,A,Yes,44.7,46.1,61.9,27.7,1.5,163.27,33.36,201.84,10.33,79.6,21,Overdue,Power fluctuation,94.86,1.61
130,ORD-25665,2026-03-15,Plant A,MC-003,Assembly Line,7.9,Morning,OP0100,K. Verma,Industrial Fastener,Copper,MetalWorks Pvt Ltd,200,717,632,14,A+,Yes,20.3,36.65,89.0,49.3,3.4,112.58,11.84,140.94,7.31,96.6,75,OK,No Remarks,88.15,2.22
131,ORD-23801,2026-06-07,Plant B,MC-019,3D Printer,2.8,Morning,OP0066,Unknown,Home Appliance Component,Steel,Global Alloys,150,622,460,2,B,Not Recorded,3.9,49.33,66.1,33.7,3.83,152.51,39.2,68.25,7.33,84.8,46,Not Scheduled,No Remarks,73.95,0.43
132,ORD-12715,2025-12-30,Plant B,MC-028,Injection Molder,14.3,Morning,OP0010,A. Iyer,Industrial Fastener,Polycarbonate,SteelCorp Ltd,250,398,364,7,C,Yes,24.2,24.49,75.9,51.2,2.69,151.08,43.63,272.87,8.03,89.1,51,Due,Late shift start,91.46,1.92
133,ORD-24536,2026-07-02,Unknown,MC-038,Stamping Press,7.9,Night,OP0017,N. Fernandes,Aerospace Component,ABS Plastic,SteelCorp Ltd,100,595,536,14,Reject,No,21.8,44.75,71.7,48.7,3.4,147.78,15.44,193.74,9.37,42.1,41,Not Scheduled,customer complaint logged,90.08,2.61
134,ORD-49263,2026-01-01,Plant B,MC-017,Press Brake,12.9,Evening,OP0060,K. Verma,Industrial Fastener,Cast Iron,Unknown,300,412,392,12,Not Graded,Yes,66.0,52.78,67.1,30.6,2.37,91.33,44.74,411.26,10.11,78.5,11,Not Scheduled,unknown issue,95.15,3.06
135,ORD-59727,2026-07-16,Unknown,MC-003,Assembly Line,3.3,Evening,OP0062,S. Kumar,Electronics Housing,Steel,Global Alloys,300,521,450,7,B,Yes,16.1,50.4,61.6,38.5,1.16,80.6,31.03,133.34,7.99,70.3,20,OK,Routine check,86.37,1.56
136,ORD-17369,2025-11-27,Plant A,MC-035,Welding Robot,7.6,Morning,OP0049,L. D'Souza,Aerospace Component,Polycarbonate,Global Alloys,100,467,416,12,Reject,No,12.0,22.35,66.8,57.5,0.56,146.15,40.46,403.0,7.69,67.8,27,Not Scheduled,Routine check,89.08,2.88
137,ORD-43511,2026-06-04,Plant C,MC-039,CNC Mill,5.8,Morning,OP0004,Unknown,Automotive Parts,Aluminum,Global Alloys,150,485,369,9,A+,Yes,36.4,16.27,84.3,43.6,3.29,117.89,15.7,79.22,8.01,90.3,26,Overdue,No Remarks,76.08,2.44
138,ORD-37477,2025-12-23,Plant A,MC-015,Press Brake,0.5,Morning,OP0049,R. Sharma,Aerospace Component,Copper,Unknown,50,415,366,8,A+,Yes,12.9,72.05,66.2,42.8,0.23,153.11,41.99,197.37,8.56,81.6,23,OK,Line stopped briefly,88.19,2.19
139,ORD-92709,2025-11-11,Plant B,MC-013,Injection Molder,7.1,Evening,OP0018,Unknown,Consumer Plastics,Aluminum,Global Alloys,300,599,484,5,A,No,15.6,17.67,66.9,40.5,2.74,82.44,43.13,146.12,7.73,52.5,39,OK,No Remarks,80.8,1.03
140,ORD-74336,2026-07-19,Plant B,MC-004,Welding Robot,12.0,Morning,OP0078,M. Naidu,Electronics Housing,Aluminum,SteelCorp Ltd,200,371,396,4,B,Not Recorded,2.2,34.88,70.0,45.9,2.11,150.05,14.05,39.41,7.55,87.3,15,Overdue,Material shortage,106.74,1.01
141,ORD-91818,2026-01-04,Plant B,MC-022,Assembly Line,6.9,Unknown,OP0016,N. Fernandes,Automotive Parts,Polycarbonate,Global Alloys,150,620,617,5,A+,Yes,0.5,41.28,55.4,33.5,3.22,130.56,40.54,126.29,8.66,48.9,14,Overdue,customer complaint logged,99.52,0.81
142,ORD-38257,2026-08-03,Plant C,MC-024,Assembly Line,6.1,Evening,OP0011,A. Iyer,Consumer Plastics,ABS Plastic,Precision Components Co,200,287,242,4,C,Yes,67.5,28.61,68.8,51.6,2.18,76.87,23.79,47.76,7.86,48.7,5,OK,customer complaint logged,84.32,1.65
143,ORD-31233,2026-08-06,Plant A,MC-032,Assembly Line,0.7,Night,OP0048,Unknown,Medical Device Part,Aluminum,SteelCorp Ltd,50,440,448,14,Not Graded,Not Recorded,45.2,48.23,59.9,40.0,2.47,113.4,28.72,272.94,6.45,71.0,12,OK,Material shortage,101.82,3.12
144,ORD-31871,2026-09-02,Plant A,MC-007,Welding Robot,4.3,Evening,OP0060,Unknown,Electronics Housing,Copper,Global Alloys,200,529,493,12,A,No,16.6,51.61,63.9,55.6,0.52,30.99,27.16,181.16,5.49,76.9,64,Not Scheduled,No Remarks,93.19,2.43
145,ORD-12026,2026-07-04,Plant C,MC-033,Injection Molder,4.5,Unknown,Unknown,N. Fernandes,Packaging Unit,Steel,Unknown,150,440,375,9,Not Graded,Yes,18.4,52.35,73.1,45.9,1.78,153.68,7.36,49.56,5.65,71.9,34,Not Scheduled,Material shortage,85.23,2.4
146,ORD-51525,2026-06-04,Plant C,MC-035,Press Brake,4.9,Evening,OP0009,P. Rao,Industrial Fastener,Polycarbonate,Global Alloys,100,593,623,17,A+,Yes,9.0,56.09,53.9,25.3,1.59,88.89,7.76,111.91,9.3,77.5,20,Due,Power fluctuation,105.06,2.73
147,ORD-13385,2026-06-04,Plant C,MC-039,CNC Mill,6.3,Morning,OP0076,K. Verma,Metal Bracket,Aluminum,Precision Components Co,175,515,443,10,Not Graded,Yes,31.8,36.86,73.5,33.7,2.73,119.08,30.12,205.05,5.73,66.6,31,Not Scheduled,No Remarks,86.02,2.26
148,ORD-51486,2026-09-08,Plant E,MC-004,CNC Mill,3.6,Night,OP0045,M. Naidu,Consumer Plastics,Cast Iron,Unknown,50,375,361,10,C,No,535.2,41.22,80.9,42.3,2.69,154.57,7.46,40.2,6.3,55.8,6,Not Scheduled,No Remarks,96.27,2.77
149,ORD-26827,2026-01-05,Plant C,MC-026,Press Brake,11.9,Morning,OP0054,R. Sharma,Metal Bracket,Cast Iron,SteelCorp Ltd,50,594,460,4,Not Graded,Not Recorded,17.5,25.08,48.7,51.4,3.46,103.66,42.99,165.46,7.62,59.0,43,Overdue,OK,77.44,0.87
150,ORD-20567,2025-10-01,Plant A,MC-032,Welding Robot,10.6,Morning,OP0101,R. Sharma,Home Appliance Component,ABS Plastic,Unknown,50,387,285,6,Reject,Yes,15.1,66.44,83.2,45.4,1.21,97.79,23.07,94.8,8.19,66.7,9,Scheduled,Material shortage,73.64,2.11
151,ORD-68978,2025-10-05,Plant E,MC-023,3D Printer,8.4,Morning,OP0066,S. Kumar,Automotive Parts,Copper,Precision Components Co,150,714,664,8,A,Yes,88.4,32.12,64.1,50.0,2.88,153.53,8.38,60.06,10.5,78.6,11,OK,customer complaint logged,93.0,1.2
152,ORD-33189,2026-08-16,Plant A,MC-038,CNC Mill,2.7,Night,OP0110,S. Kumar,Aerospace Component,Steel,Poly Materials Inc,100,416,417,6,B,No,22.4,37.94,81.1,31.6,2.44,128.61,35.39,150.44,7.85,85.5,73,Overdue,OK,100.24,1.44
153,ORD-31758,2026-03-17,Plant A,MC-001,Injection Molder,1.0,Morning,OP0037,R. Sharma,Industrial Fastener,Aluminum,Global Alloys,200,171,164,3,Not Graded,Yes,27.0,56.7,61.4,34.1,2.05,97.45,10.97,28.58,10.13,71.6,9,Not Scheduled,No Remarks,95.91,1.83
154,ORD-71081,2025-12-08,Plant A,MC-015,Laser Cutter,14.4,Morning,OP0114,S. Kumar,Automotive Parts,Cast Iron,MetalWorks Pvt Ltd,200,572,617,7,A,Yes,30.3,41.05,84.4,47.3,1.68,101.09,10.9,58.83,6.44,47.5,7,OK,No Remarks,107.87,1.13
155,ORD-22780,2026-08-03,Plant C,MC-016,CNC Lathe,13.7,Evening,OP0090,R. Sharma,Home Appliance Component,Copper,Unknown,300,461,448,5,A+,Yes,49.4,54.15,62.3,33.1,1.2,75.42,23.33,112.84,8.75,41.7,69,Scheduled,Material shortage,97.18,1.12
156,ORD-67043,2026-09-02,Plant A,MC-021,CNC Mill,12.9,Night,OP0073,K. Verma,Metal Bracket,Unknown,MetalWorks Pvt Ltd,150,512,439,8,B,Yes,12.6,52.91,75.2,47.1,0.45,182.53,6.14,44.39,8.74,50.6,61,Not Scheduled,unknown issue,85.74,1.82
157,ORD-90996,2025-10-04,Plant A,MC-011,Laser Cutter,12.5,Morning,OP0093,S. Kumar,Aerospace Component,Steel,Poly Materials Inc,250,605,589,15,B,No,18.9,24.36,79.0,37.6,1.87,130.83,10.95,117.21,6.11,69.4,8,OK,No Remarks,97.36,2.55
158,ORD-64815,2026-08-06,Plant C,MC-018,Press Brake,8.9,Morning,OP0096,Unknown,Electronics Housing,Steel,SteelCorp Ltd,250,619,495,10,A,Yes,17.6,17.23,83.1,50.3,3.7,64.68,13.53,134.6,9.06,44.9,82,OK,No Remarks,79.97,2.02
159,ORD-50729,2026-07-09,Plant D,MC-023,3D Printer,0.9,Evening,Unknown,L. D'Souza,Industrial Fastener,Aluminum,Precision Components Co,200,712,604,10,C,Yes,17.1,45.53,81.6,54.3,1.07,150.57,41.38,367.71,7.78,48.1,25,OK,OK,84.83,1.66
160,ord6914,2026-01-30,Plant A,MC-021,CNC Lathe,5.1,Morning,OP0083,A. Iyer,Home Appliance Component,Aluminum,Global Alloys,100,515,471,12,A,Not Recorded,50.9,34.36,74.1,30.9,3.93,128.58,42.69,399.96,11.89,83.4,26,Scheduled,Power fluctuation,91.46,2.55
161,ORD-93523,2026-08-09,Plant E,MC-014,CNC Lathe,13.4,Morning,OP0059,S. Kumar,Metal Bracket,Aluminum,Precision Components Co,100,443,462,12,B,No,375.1,49.83,66.4,51.6,2.32,137.64,8.01,76.99,6.89,66.7,31,OK,Line stopped briefly,104.29,2.6
162,ORD-22705,2026-05-31,Plant D,MC-001,Laser Cutter,9.3,Evening,OP0043,L. D'Souza,Medical Device Part,Polycarbonate,Poly Materials Inc,50,500,526,9,A,Yes,26.4,43.68,61.6,52.8,3.19,42.71,35.12,169.5,7.79,69.3,64,Due,No Remarks,105.2,1.71
163,ORD-68316,2026-08-03,Plant A,MC-029,Assembly Line,4.9,Morning,OP0012,Unknown,Industrial Fastener,Steel,Global Alloys,100,507,447,11,B,Yes,36.4,49.78,71.6,39.9,2.69,118.49,4.36,31.19,8.11,81.8,14,Due,Late shift start,88.17,2.46
164,ORD-37710,2026-02-13,Plant A,MC-008,CNC Lathe,3.6,Night,OP0028,R. Sharma,Automotive Parts,ABS Plastic,Global Alloys,50,573,526,15,Not Graded,No,12.2,45.18,62.6,50.2,2.55,151.53,40.79,388.7,6.43,81.7,39,Not Scheduled,Routine check,91.8,2.85
165,ORD-20752,2025-12-09,Plant E,MC-030,Press Brake,8.3,Unknown,OP0067,M. Naidu,Packaging Unit,Cast Iron,Precision Components Co,50,419,359,8,B,Yes,32.7,48.0,67.6,45.3,2.74,118.99,30.45,227.34,7.28,53.3,20,Not Scheduled,Late shift start,85.68,2.23
166,ORD-51286,2026-08-21,Plant B,MC-017,3D Printer,0.5,Evening,OP0077,L. D'Souza,Aerospace Component,Aluminum,MetalWorks Pvt Ltd,150,417,327,3,A,No,3.8,52.06,74.5,37.2,1.93,89.46,6.33,15.18,6.48,91.5,62,Not Scheduled,OK,78.42,0.92
167,ORD-85227,2026-07-08,Plant A,MC-003,CNC Lathe,13.4,Night,OP0033,R. Sharma,Consumer Plastics,Cast Iron,SteelCorp Ltd,200,558,467,7,A,No,37.6,46.67,56.8,43.0,1.43,112.77,17.36,108.91,6.9,67.5,45,Overdue,Late shift start,83.69,1.5
168,ORD-63404,2026-09-13,Plant D,MC-018,Assembly Line,13.6,Evening,OP0087,S. Kumar,Automotive Parts,Aluminum,MetalWorks Pvt Ltd,100,706,584,15,Not Graded,Not Recorded,6.7,46.0,78.4,17.9,3.3,116.92,32.99,351.65,9.7,62.9,19,Due,customer complaint logged,82.72,2.57
169,ORD-64374,2025-10-09,Unknown,MC-002,Assembly Line,13.1,Night,OP0115,R. Sharma,Electronics Housing,Aluminum,Global Alloys,250,712,672,15,A,No,6.6,35.24,66.3,33.2,2.78,98.8,43.02,527.46,4.34,71.1,36,Scheduled,Line stopped briefly,94.38,2.23
170,ORD-79341,2025-12-01,Plant A,MC-036,Laser Cutter,0.9,Evening,OP0027,K. Verma,Consumer Plastics,ABS Plastic,Global Alloys,200,313,288,6,A+,No,23.7,40.96,72.5,62.8,3.02,148.33,26.02,128.24,8.52,77.4,23,Not Scheduled,unknown issue,92.01,2.08
171,ORD-41363,2026-02-18,Plant E,MC-035,3D Printer,1.2,Evening,OP0103,S. Kumar,Metal Bracket,Steel,Global Alloys,100,568,602,9,B,Yes,0.5,32.82,62.2,30.3,2.14,93.05,25.45,221.38,9.05,91.0,14,Due,OK,105.99,1.5
172,ORD-38738,2026-03-13,Plant E,MC-001,Stamping Press,0.4,Night,OP0063,P. Rao,Packaging Unit,Cast Iron,Global Alloys,100,604,523,10,A+,Yes,38.2,47.4,70.4,38.2,2.75,149.86,23.85,218.24,5.93,70.6,43,Due,No Remarks,86.59,1.91
173,ORD-43381,2026-01-24,Plant B,MC-036,CNC Mill,9.7,Evening,OP0053,M. Naidu,Home Appliance Component,Steel,SteelCorp Ltd,150,502,465,9,A,Yes,15.8,49.97,58.0,46.2,4.76,107.83,19.71,162.51,6.53,67.0,39,OK,unknown issue,92.63,1.94
174,ORD-27713,2026-05-13,Plant A,MC-022,CNC Lathe,3.0,Evening,OP0074,M. Naidu,Industrial Fastener,Aluminum,Poly Materials Inc,50,458,341,8,A,No,22.4,52.16,70.7,29.3,1.85,138.66,20.23,118.53,9.03,55.5,28,Not Scheduled,unknown issue,74.45,2.35
175,ORD-61098,2026-04-15,Plant A,MC-005,Assembly Line,13.9,Evening,OP0120,Unknown,Industrial Fastener,Cast Iron,Unknown,50,511,515,9,Reject,Yes,43.4,49.77,57.1,62.1,1.33,116.23,39.55,244.26,6.77,64.4,33,Due,Material shortage,100.78,1.75
176,ORD-88213,2026-01-29,Plant B,MC-013,Laser Cutter,0.3,Night,OP0074,L. D'Souza,Medical Device Part,Aluminum,SteelCorp Ltd,150,276,251,7,A,Yes,43.4,52.3,71.7,43.4,1.5,147.49,40.32,208.86,6.53,96.1,3,Scheduled,No Remarks,90.94,2.79
177,ORD-31433,2025-10-21,Plant B,MC-020,CNC Lathe,7.8,Morning,OP0107,P. Rao,Aerospace Component,Aluminum,Unknown,150,511,524,6,B,Not Recorded,64.9,63.12,61.1,46.7,2.53,127.13,29.81,171.02,8.36,79.1,41,Not Scheduled,unknown issue,102.54,1.15
178,ORD-85184,2025-10-15,Plant D,MC-020,3D Printer,6.4,Morning,OP0033,Unknown,Aerospace Component,Copper,SteelCorp Ltd,100,446,339,7,A,Yes,38.7,42.84,72.3,45.9,1.98,86.86,38.26,233.1,8.6,78.9,60,Due,Late shift start,76.01,2.06
179,ORD-44463,2026-03-19,Plant A,MC-030,Conveyor Unit,10.8,Evening,OP0045,R. Sharma,Medical Device Part,Polycarbonate,MetalWorks Pvt Ltd,250,391,408,10,B,Yes,0.4,31.68,73.4,56.3,1.66,173.29,29.39,243.84,7.24,96.6,2,Not Scheduled,Routine check,104.35,2.45
