Record_ID,Order_ID,Production_Date,Plant_Location,Machine_ID,Machine_Type,Machine_Age_Years,Shift,Operator_ID,Supervisor_Name,Product_Line,Raw_Material,Supplier_Name,Batch_Size,Planned_Quantity,Actual_Quantity_Produced,Defect_Count,Quality_Grade,Inspection_Passed,Downtime_Minutes,Cycle_Time_Sec,Temperature_C,Humidity_Pct,Vibration_mm_s,Energy_Consumption_kWh,Unit_Cost_USD,Scrap_Cost_USD,Labor_Hours,OEE_Percent,Last_Maintenance_Days_Ago,Maintenance_Status,Remarks
91,ORD-68166,2025/10/16 12:20,Plant C,MC-035,Injection Molder,14.9,Evening,OP0097,P. Rao,Electronics Housing,Steel,  global alloys  ,250.0,705.0,557.0,15.0,grade b,Yes,4.9,50.09,79.5,18.4,2.75,32.74,19.33,170.35,6.76,47.7,39.0,N/A,Routine check
92,ORD-61352,02/04/2026,,MC-035,Injection Molder,12.2,Evening,OP0062,S. Kumar,Packaging Unit,ABS Plastic,Precision Components Co,100.0,450.0,413.0,8.0,A,Y,45.2,34.05,59.7,48.3,2.66,83.75,9.75,69.43,5.43,58.1,57.0,DUE,Line stopped briefly
93,ORD-15053,2026-01-17,Plant B,MC-003,Press Brake,10.4,Evening,OP0067,A. Iyer,Industrial Fastener,,Steelcorp Ltd.,250.0,613.0,-556.0,4.0,B,Y,13.4,53.97,59.0,60.8,4.97,60.97,33.18,74.05,7.26,53.6,45.0,DUE,  Late shift start 
94,ORD-96105,2025-10-12,Plant B,MC-010,3D Printer,8.0,2nd Shift,OP0072,,Aerospace Component,Cast Iron,MetalWorks Pvt Ltd,300.0,650.0,695.0,9.0,Reject,No,7.1,25.08,75.6,41.7,3.33,129.84,37.44,281.51,6.68,51.3,28.0,Scheduled,customer complaint logged
95,ORD-13864,15-Aug-2026,Plant E,MC-010,CNC Lathe,1.5,NIGHT,OP0119,M. Naidu,Metal Bracket,,Poly Materials Inc,250.0,528.0,446.0,9.0,grade b,NO,7.5,39.73,80.9,41.8,2.46,63.6,11.48,93.52,7.78,61.3,2.0,,  Late shift start 
96,ORD-29420,2026-01-29,Plant E,MC-040,Laser Cutter,5.3,morning,OP0003,S. Kumar,Packaging Unit,Copper,Poly Materials Inc,50.0,509.0,538.0,12.0,C,Yes,14.9,44.86,70.2,49.9,4.32,206.56,20.28,169.28,8.42,81.4,83.0,ok,customer complaint logged
97,ORD-67272,05-26-2026,Plant-D,MC-009,CNC Mill,1.4,2nd Shift,OP0006,N. Fernandes,Automotive Parts,steel,SteelCorp Ltd,200.0,667.0,669.0,11.0,grade b,Yes,47.9,47.37,86.7,36.7,4.36,126.93,36.06,353.19,7.21,78.2,4.0,N/A,Line stopped briefly
98,ORD-93841,14-Oct-2025,Plant A,MC-017,Laser Cutter,1.1,Evening,OP0094,K. Verma,Metal Bracket,steel,SteelCorp Ltd,200.0,405.0,325.0,6.0,B,Y,17.0,37.74,61.2,52.4,2.69,139.3,19.16,96.74,7.81,70.5,40.0,N/A,N/A
99,ORD-95752,2026-04-07,Plant B,MC-020,Injection Molder,14.2,Evening,,unknown,Automotive Parts,steel,SteelCorp Ltd,100.0,369.0,294.0,6.0,,Yes,9.4,40.23,72.6,21.9,1.42,167.82,27.94,89.95,9.4,47.5,37.0,ok,unknown issue
100,ORD-68190,2025/12/25 09:37,Plant A,MC-032,CNC Lathe,3.6,1st Shift,OP0006,K. Verma,Electronics Housing,ALUMINUM,Precision Components Co,200.0,255.0,238.0,5.0,Reject,Yes,69.5,54.02,59.6,45.3,2.53,83.03,11.77,44.68,10.5,68.6,32.0,Due,OK
101,ORD-29398,2026-05-12,PLANT A,MC-013,Assembly Line,11.8,Night,OP0112,R. Sharma,Automotive Parts,Steel,Global Alloys,,313.0,330.0,8.0,B,No,12.3,58.35,74.2,61.8,1.71,167.11,23.17,108.47,7.91,66.8,47.0,OK,Material shortage
102,ORD-49056,24-Mar-2026,Plant B,MC-038,Welding Robot,8.1,Night,OP0090,S. Kumar,Metal Bracket,Cast Iron,global alloys,200.0,402.0,381.0,6.0,C,NO,574.1,-34.55,62.9,33.2,1.71,144.45,5.08,28.78,9.64,44.3,41.0,ok,  Late shift start 
103,ORD-88914,29/08/2026,Plant C,MC-035,Stamping Press,11.2,Night,OP0066,P. Rao,Consumer Plastics,Polycarbonate,,200.0,530.0,508.0,10.0,B,,7.0,48.38,67.5,68.4,3.29,129.96,21.89,185.18,7.96,46.5,38.0,ok,
104,ORD-88494,17/03/2026,Plant A,MC-013,Conveyor Unit,7.9,Night,OP0028,A. Iyer,Packaging Unit,steel,global alloys,200.0,441.0,466.0,4.0,C,Yes,12.2,62.3,64.7,38.9,1.9,184.87,10.88,35.9,7.16,52.4,45.0,OK,Routine check
105,ORD-86936,2026-05-10,Plant-D,MC-004,Press Brake,6.0,2nd Shift,OP0027,K. Verma,Home Appliance Component,Aluminum,,50.0,761.0,710.0,18.0,C,Y,14.1,51.47,72.6,56.5,3.21,,26.87,375.46,6.23,59.4,47.0,Scheduled,OK
106,ORD-81188,2026-08-27,Plant E,MC-006,Welding Robot,11.5,Night,OP0119,N. Fernandes,Electronics Housing,Aluminum,Steelcorp Ltd.,150.0,472.0,493.0,11.0,B,Y,17.6,61.66,74.5,45.7,3.09,106.2,10.99,101.76,7.24,61.5,37.0,Scheduled,Material shortage
107,ORD-57934,13-Jun-2026,,MC-021,Stamping Press,2.3,Morning,OP0046,M. Naidu,Home Appliance Component,Cast Iron,,50.0,584.0,542.0,8.0,Reject,Yes,50.5,52.11,61.6,53.6,2.01,109.95,4.37,17.91,9.9,88.5,54.0,N/A,unknown issue
108,ORD-60067,2025/10/27 23:23,Plant A,MC-014,Stamping Press,10.1,morning,OP0091,unknown,Metal Bracket,ABS Plastic,Global Alloys,300.0,511.0,432.0,9.0,A+,yes,38.5,30.32,70.8,30.2,1.73,142.41,16.8,88.96,6.24,52.3,41.0,DUE,OK
109,ORD-92283,01-Oct-2025,Plant A,MC-001,CNC Lathe,10.0,Night,OP0038,M. Naidu,Packaging Unit,Copper,,100.0,473.0,-416.0,6.0,B,yes,20.5,42.98,69.8,54.3,3.1,150.01,25.2,106.31,9.39,122.1,43.0,OK,Line stopped briefly
110,ORD-95809,02-15-2026,Plant-D,MC-001,CNC Mill,5.2,Morning,OP0116,,Metal Bracket,Steel,global alloys,300.0,367.0,313.0,8.0,A,,58.3,37.54,50.4,26.3,1.23,138.7,12.29,91.58,6.15,73.6,14.0,Overdue,N/A
111,ORD-33485,2026-02-07,Plant B,MC-008,CNC Mill,10.5,Night,OP0001,P. Rao,Home Appliance Component,Cast Iron,global alloys,,508.0,372.0,10.0,Reject,Yes,2.2,39.68,68.7,38.3,0.25,127.53,17.12,112.28,9.31,97.4,8.0,,Routine check
112,ORD-84072,2025/10/16 03:56,Plant A,MC-004,Laser Cutter,12.1,Night,OP0032,R. Sharma,Packaging Unit,Copper,,200.0,590.0,520.0,10.0,Reject,Yes,4.8,51.45,76.5,47.3,4.26,113.75,21.49,128.89,8.24,50.0,37.0,Due,Routine check
113,ORD-44870,2026/09/09 21:55,Plant A,MC-016,Stamping Press,10.6,1st Shift,OP0037,R. Sharma,Automotive Parts,ALUMINUM,global alloys,50.0,438.0,386.0,8.0,B,yes,6.0,46.47,68.8,36.2,2.42,76.51,10.26,57.71,6.39,75.6,45.0,Overdue,Material shortage
114,ORD-61374,2026/04/05 13:34,PLANT A,MC-025,3D Printer,11.2,NIGHT,OP0083,K. Verma,Automotive Parts,steel,Steelcorp Ltd.,100.0,583.0,492.0,17.0,B,Yes,40.2,63.38,62.2,50.8,1.62,90.83,37.87,509.48,7.41,69.4,39.0,N/A,unknown issue
115,ORD-64294,18/03/2026,Plant-D,MC-021,Laser Cutter,9.4,NIGHT,OP0059,unknown,Metal Bracket,,Precision Components Co,100.0,286.0,272.0,6.0,A,Yes,19.3,38.84,58.7,40.9,3.01,121.53,27.53,136.41,9.48,48.3,6.0,OK,OK
116,ORD-95124,05-22-2026,Plant B,MC-030,Laser Cutter,12.2,Evening,OP0051,S. Kumar,Consumer Plastics,steel,global alloys,50.0,464.0,480.0,10.0,,Yes,3.1,47.4,54.6,46.1,1.17,65.29,42.14,338.06,8.91,41.2,56.0,,Line stopped briefly
117,ORD-96375,02-27-2026,Plant C,MC-031,Injection Molder,1.7,morning,OP0058,unknown,Industrial Fastener,ALUMINUM,MetalWorks Pvt Ltd,250.0,469.0,398.0,9.0,grade b,Yes,47.6,56.69,75.5,40.9,2.28,105.28,3.72,21.21,9.48,81.5,40.0,ok,
118,ORD-53158,2026/03/05 22:07,Plant-D,MC-003,Press Brake,2.4,Morning,OP0066,,Aerospace Component,,Precision Components Co,150.0,363.0,339.0,9.0,Grade A,,18.1,51.08,64.4,60.6,1.58,51.43,4.11,21.65,7.43,48.8,53.0,ok,Routine check
119,ORD-36490,2026-02-23,Plant A,MC-040,CNC Mill,7.2,,OP0089,unknown,Automotive Parts,Steel,,150.0,655.0,599.0,15.0,C,yes,13.9,55.59,55.2,28.6,4.65,158.91,27.52,341.96,8.18,43.8,38.0,,
120,ORD-41558,2025-11-01,Plant A,MC-001,CNC Mill,12.7,Morning,OP0074,N. Fernandes,Home Appliance Component,Aluminum,Steelcorp Ltd.,250.0,308.0,318.0,8.0,Grade A,Yes,27.4,52.62,71.6,20.8,0.97,118.96,31.97,180.6,8.14,94.5,34.0,Overdue,  Late shift start 
121,ORD-82001,2025-12-20,Plant E,MC-029,3D Printer,3.8,Evening,OP0006,R. Sharma,Electronics Housing,,MetalWorks Pvt Ltd,200.0,447.0,413.0,10.0,Reject,N,2.9,27.67,59.0,69.6,3.68,49.49,16.79,162.59,7.67,84.8,20.0,OK,unknown issue
122,ORD-60150,2025-11-29,Plant A,MC-032,Laser Cutter,14.7,Evening,OP0103,R. Sharma,Industrial Fastener,steel,  Global Alloys  ,200.0,509.0,493.0,8.0,grade b,yes,48.0,25.63,81.4,42.0,0.61,111.34,8.58,39.45,6.56,59.1,50.0,Due,unknown issue
123,ORD-95477,2026-05-31,Plant B,MC-007,3D Printer,3.6,Evening,OP0083,A. Iyer,Automotive Parts,ALUMINUM,SteelCorp Ltd,250.0,476.0,454.0,12.0,Reject,,2.7,56.08,83.4,55.5,2.11,107.21,31.86,367.65,8.71,62.4,3.0,Due,
124,ORD-64738,02-11-2026,Plant B,MC-011,Welding Robot,4.8,Evening,OP0055,R. Sharma,Industrial Fastener,Polycarbonate,Global Alloys,200.0,460.0,371.0,4.0,A+,,30.5,56.75,79.9,29.1,1.1,89.3,26.42,76.12,8.93,51.6,14.0,,Power fluctuation
125,ORD-71849,06-15-2026,Plant C,MC-008,Injection Molder,13.7,Evening,OP0021,S. Kumar,Medical Device Part,ALUMINUM,Steelcorp Ltd.,50.0,633.0,585.0,18.0,grade b,yes,6.6,45.03,65.5,39.5,1.2,136.37,31.07,492.95,9.15,40.3,37.0,Due,N/A
126,ord3227,06-11-2026,Plant E,MC-009,Injection Molder,3.4,,OP0071,S. Kumar,Electronics Housing,Aluminum,  Precision Components Co  ,300.0,372.0,365.0,10.0,Grade A,yes,34.6,41.85,58.0,28.8,1.43,206.53,30.28,224.08,9.83,62.3,1.0,Scheduled,unknown issue
127,ORD-98543,04/05/2026,Plant B,MC-014,Assembly Line,5.9,Morning,OP0072,"D'Souza, L.",Electronics Housing,Steel,  MetalWorks Pvt Ltd  ,150.0,584.0,509.0,12.0,Reject,Y,19.2,37.79,43.1,52.4,2.12,165.53,26.99,298.47,7.43,45.4,39.0,N/A,
128,ORD-65279,2026-01-25,Plant E,MC-012,Conveyor Unit,14.4,,OP0078,K. Verma,Home Appliance Component,,global alloys,150.0,525.0,510.0,9.0,,Y,8.1,42.16,75.4,51.7,0.94,146.48,40.01,236.36,6.03,97.4,72.0,,  Late shift start 
129,ORD-18326,2026-03-30,Plant E,MC-010,Injection Molder,3.2,1st Shift,OP0066,,Consumer Plastics,Polycarbonate,,200.0,525.0,498.0,8.0,A,Yes,44.7,46.1,61.9,27.7,1.5,163.27,33.36,201.84,10.33,79.6,21.0,Overdue,Power fluctuation
130,ORD-25665,15/03/2026,Plant A,MC-003,Assembly Line,7.9,morning,OP0100,K. Verma,Industrial Fastener,Copper,MetalWorks Pvt Ltd,200.0,717.0,632.0,14.0,A+,yes,20.3,36.65,89.0,49.3,3.4,112.58,11.84,140.94,7.31,96.6,75.0,ok,
131,ORD-23801,2026-06-07,Plant B,MC-019,3D Printer,2.8,morning,OP0066,,Home Appliance Component,steel,global alloys,150.0,622.0,460.0,2.0,B,,3.9,49.33,66.1,33.7,3.83,152.51,39.2,68.25,7.33,84.8,46.0,N/A,
132,ORD-12715,30/12/2025,Plant B,MC-028,Injection Molder,14.3,1st Shift,OP0010,A. Iyer,Industrial Fastener,Polycarbonate,Steelcorp Ltd.,250.0,398.0,364.0,7.0,C,Yes,24.2,24.49,75.9,51.2,2.69,151.08,43.63,272.87,8.03,89.1,51.0,Due,  Late shift start 
133,ORD-24536,2026-07-02,,MC-038,Stamping Press,7.9,Night,OP0017,N. Fernandes,Aerospace Component,ABS Plastic,Steelcorp Ltd.,100.0,595.0,536.0,14.0,Reject,NO,21.8,44.75,71.7,48.7,3.4,147.78,15.44,193.74,9.37,42.1,41.0,,customer complaint logged
134,ORD-49263,2026-01-01,plant b,MC-017,Press Brake,12.9,Evening,OP0060,K. Verma,Industrial Fastener,Cast Iron,,300.0,412.0,392.0,12.0,,Yes,66.0,52.78,67.1,30.6,2.37,91.33,44.74,411.26,10.11,78.5,11.0,,unknown issue
135,ORD-59727,07-16-2026,,MC-003,Assembly Line,3.3,2nd Shift,OP0062,S. Kumar,Electronics Housing,Steel,Global Alloys,300.0,521.0,450.0,7.0,B,Yes,16.1,50.4,61.6,38.5,1.16,80.6,31.03,133.34,7.99,70.3,20.0,OK,Routine check
136,ORD-17369,11-27-2025,Plant A,MC-035,Welding Robot,7.6,morning,OP0049,"D'Souza, L.",Aerospace Component,Polycarbonate,global alloys,100.0,467.0,416.0,12.0,Reject,No,12.0,22.35,66.8,57.5,0.56,146.15,40.46,403.0,7.69,67.8,27.0,,Routine check
137,ORD-43511,2026-06-04,Plant C,MC-039,CNC Mill,5.8,1st Shift,OP0004,unknown,Automotive Parts,Aluminum,Global Alloys,,485.0,369.0,9.0,A+,Yes,36.4,16.27,84.3,43.6,3.29,117.89,15.7,79.22,8.01,90.3,26.0,Overdue,
138,ORD-37477,2025/12/23 15:26,PLANT A,MC-015,Press Brake,0.5,Morning,OP0049,R. Sharma,Aerospace Component,Copper,,50.0,415.0,366.0,8.0,A+,Y,12.9,72.05,66.2,42.8,0.23,153.11,41.99,197.37,8.56,81.6,23.0,OK,Line stopped briefly
139,ORD-92709,2025-11-11,Plant B,MC-013,Injection Molder,7.1,Evening,OP0018,,Consumer Plastics,ALUMINUM,global alloys,300.0,599.0,484.0,5.0,Grade A,N,15.6,17.67,66.9,40.5,2.74,82.44,43.13,146.12,7.73,52.5,39.0,ok,
140,ORD-74336,2026-07-19,Plant B,MC-004,Welding Robot,12.0,Morning,OP0078,M. Naidu,Electronics Housing,ALUMINUM,Steelcorp Ltd.,,371.0,396.0,4.0,grade b,,2.2,34.88,70.0,45.9,2.11,150.05,14.05,39.41,7.55,87.3,15.0,Overdue,Material shortage
141,ORD-91818,04-Jan-2026,Plant B,MC-022,Assembly Line,6.9,,OP0016,N. Fernandes,Automotive Parts,Polycarbonate,global alloys,150.0,620.0,617.0,5.0,A+,Yes,0.5,41.28,55.4,33.5,3.22,130.56,40.54,126.29,8.66,48.9,14.0,Overdue,customer complaint logged
142,ORD-38257,03/08/2026,  Plant C  ,MC-024,Assembly Line,6.1,2nd Shift,OP0011,A. Iyer,Consumer Plastics,ABS Plastic,Precision Components Co,200.0,287.0,242.0,4.0,C,Yes,67.5,28.61,68.8,51.6,2.18,76.87,23.79,47.76,7.86,48.7,5.0,OK,customer complaint logged
143,ORD-31233,2026-08-06,PLANT A,MC-032,Assembly Line,0.7,Night,OP0048,unknown,Medical Device Part,ALUMINUM,Steelcorp Ltd.,50.0,440.0,448.0,14.0,,,45.2,48.23,59.9,40.0,2.47,113.4,28.72,272.94,6.45,71.0,12.0,OK,Material shortage
144,ORD-31871,2026/09/02 06:44,Plant A,MC-007,Welding Robot,4.3,Evening,OP0060,,Electronics Housing,Copper,Global Alloys,200.0,529.0,493.0,12.0,Grade A,No,16.6,51.61,63.9,55.6,0.52,30.99,27.16,181.16,5.49,76.9,64.0,,
145,ORD-12026,04-Jul-2026,  Plant C  ,MC-033,Injection Molder,4.5,,,N. Fernandes,Packaging Unit,Steel,,150.0,440.0,375.0,9.0,,yes,18.4,52.35,73.1,45.9,1.78,153.68,7.36,49.56,5.65,71.9,34.0,N/A,Material shortage
146,ORD-51525,2026-06-04,Plant C,MC-035,Press Brake,4.9,Evening,OP0009,P. Rao,Industrial Fastener,Polycarbonate,global alloys,100.0,593.0,623.0,17.0,A+,yes,9.0,56.09,53.9,25.3,1.59,88.89,7.76,111.91,9.3,77.5,20.0,Due,Power fluctuation
147,ORD-13385,06-04-2026,Plant C,MC-039,CNC Mill,6.3,Morning,OP0076,K. Verma,Metal Bracket,Aluminum,Precision Components Co,,515.0,443.0,10.0,,yes,31.8,36.86,73.5,33.7,2.73,119.08,30.12,205.05,5.73,66.6,31.0,N/A,
148,ORD-51486,2026-09-08,Plant E,MC-004,CNC Mill,3.6,Night,OP0045,M. Naidu,Consumer Plastics,  Cast Iron  ,,50.0,375.0,361.0,10.0,C,NO,535.2,41.22,80.9,42.3,2.69,154.57,7.46,40.2,6.3,55.8,6.0,N/A,N/A
149,ORD-26827,2026/01/05 04:23,Plant C,MC-026,Press Brake,11.9,Day,OP0054,R. Sharma,Metal Bracket,Cast Iron,Steelcorp Ltd.,50.0,594.0,,4.0,,,17.5,25.08,48.7,51.4,3.46,103.66,42.99,165.46,7.62,59.0,43.0,Overdue,OK
150,ORD-20567,2025-10-01,Plant A,MC-032,Welding Robot,10.6,Morning,OP0101,R. Sharma,Home Appliance Component,ABS Plastic,,50.0,387.0,285.0,6.0,Reject,Yes,15.1,66.44,83.2,45.4,1.21,97.79,23.07,94.8,8.19,66.7,9.0,Scheduled,Material shortage
151,ORD-68978,2025-10-05,Plant E,MC-023,3D Printer,8.4,1st Shift,OP0066,S. Kumar,Automotive Parts,Copper,Precision Components Co,,714.0,664.0,8.0,  Grade A  ,Yes,88.4,32.12,64.1,50.0,2.88,153.53,8.38,60.06,10.5,78.6,11.0,ok,customer complaint logged
152,ORD-33189,16/08/2026,Plant A,MC-038,CNC Mill,2.7,Night,OP0110,S. Kumar,Aerospace Component,Steel,  Poly Materials Inc  ,100.0,416.0,417.0,6.0,grade b,No,22.4,37.94,81.1,31.6,2.44,128.61,35.39,150.44,7.85,85.5,73.0,Overdue,OK
153,ORD-31758,17/03/2026,Plant A,MC-001,Injection Molder,1.0,Morning,OP0037,R. Sharma,Industrial Fastener,  ALUMINUM  ,global alloys,,171.0,164.0,3.0,,Yes,27.0,56.7,61.4,34.1,2.05,97.45,10.97,28.58,10.13,71.6,9.0,,
154,ORD-71081,12-08-2025,Plant A,MC-015,Laser Cutter,14.4,morning,OP0114,S. Kumar,Automotive Parts,Cast Iron,MetalWorks Pvt Ltd,200.0,572.0,617.0,7.0,A,Yes,30.3,41.05,84.4,47.3,1.68,101.09,10.9,58.83,6.44,47.5,7.0,OK,
155,ORD-22780,08-03-2026,Plant C,MC-016,CNC Lathe,13.7,Evening,OP0090,R. Sharma,Home Appliance Component,Copper,,300.0,461.0,448.0,5.0,A+,yes,49.4,-54.15,62.3,33.1,1.2,75.42,23.33,112.84,8.75,41.7,69.0,Scheduled,Material shortage
156,ORD-67043,2026-09-02,Plant A,MC-021,CNC Mill,12.9,NIGHT,OP0073,K. Verma,Metal Bracket,,MetalWorks Pvt Ltd,150.0,512.0,439.0,8.0,B,yes,12.6,52.91,75.2,47.1,0.45,182.53,6.14,44.39,8.74,50.6,61.0,N/A,unknown issue
157,ORD-90996,04/10/2025,Plant A,MC-011,Laser Cutter,12.5,morning,OP0093,S. Kumar,Aerospace Component,Steel,Poly Materials Inc,250.0,605.0,589.0,15.0,B,No,18.9,24.36,79.0,37.6,1.87,130.83,10.95,117.21,6.11,69.4,8.0,ok,
158,ORD-64815,2026-08-06,Plant C,MC-018,Press Brake,8.9,Morning,OP0096,,Electronics Housing,Steel,Steelcorp Ltd.,250.0,619.0,495.0,10.0,Grade A,Y,17.6,17.23,83.1,50.3,3.7,64.68,13.53,134.6,9.06,44.9,82.0,ok,
159,ORD-50729,09/07/2026,Plant-D,MC-023,3D Printer,0.9,2nd Shift,,"D'Souza, L.",Industrial Fastener,Aluminum,Precision Components Co,,712.0,604.0,10.0,  C  ,Yes,17.1,45.53,81.6,54.3,1.07,150.57,41.38,367.71,7.78,48.1,25.0,ok,OK
160,ord6914,30/01/2026,  Plant A  ,MC-021,CNC Lathe,5.1,morning,OP0083,A. Iyer,Home Appliance Component,Aluminum,Global Alloys,100.0,515.0,471.0,12.0,A,,50.9,34.36,74.1,30.9,3.93,128.58,42.69,399.96,11.89,83.4,26.0,Scheduled,Power fluctuation
161,ORD-93523,2026-08-09,Plant E,MC-014,CNC Lathe,13.4,Morning,OP0059,S. Kumar,Metal Bracket,Aluminum,Precision Components Co,100.0,443.0,462.0,12.0,B,N,375.1,49.83,66.4,51.6,2.32,137.64,8.01,76.99,6.89,66.7,31.0,OK,Line stopped briefly
162,ORD-22705,2026-05-31,Plant-D,MC-001,Laser Cutter,9.3,Evening,OP0043,"D'Souza, L.",Medical Device Part,Polycarbonate,Poly Materials Inc,50.0,500.0,526.0,9.0,A,Y,26.4,43.68,61.6,52.8,3.19,42.71,35.12,169.5,7.79,69.3,64.0,DUE,N/A
163,ORD-68316,2026-08-03,Plant A,MC-029,Assembly Line,4.9,Morning,OP0012,unknown,Industrial Fastener,Steel,Global Alloys,100.0,507.0,447.0,11.0,B,yes,36.4,49.78,71.6,39.9,2.69,,4.36,31.19,8.11,81.8,14.0,Due,  Late shift start 
164,ORD-37710,2026/02/13 01:33,Plant A,MC-008,CNC Lathe,3.6,Night,OP0028,R. Sharma,Automotive Parts,ABS Plastic,Global Alloys,50.0,573.0,526.0,15.0,,N,12.2,45.18,62.6,50.2,2.55,151.53,40.79,388.7,6.43,81.7,39.0,N/A,Routine check
165,ORD-20752,09/12/2025,Plant E,MC-030,Press Brake,8.3,,OP0067,M. Naidu,Packaging Unit,Cast Iron,Precision Components Co,50.0,419.0,359.0,8.0,grade b,Yes,32.7,48.0,67.6,45.3,2.74,118.99,30.45,227.34,7.28,53.3,20.0,,  Late shift start 
166,ORD-51286,21-Aug-2026,plant b,MC-017,3D Printer,0.5,Evening,OP0077,"D'Souza, L.",Aerospace Component,Aluminum,MetalWorks Pvt Ltd,,417.0,327.0,3.0,Grade A,No,3.8,52.06,74.5,37.2,1.93,89.46,6.33,15.18,6.48,91.5,62.0,,OK
167,ORD-85227,07-08-2026,Plant A,MC-003,CNC Lathe,13.4,Night,OP0033,R. Sharma,Consumer Plastics,Cast Iron,Steelcorp Ltd.,200.0,558.0,467.0,7.0,A,N,37.6,46.67,56.8,43.0,1.43,112.77,17.36,108.91,6.9,67.5,45.0,Overdue,  Late shift start 
168,ORD-63404,13/09/2026,Plant-D,MC-018,Assembly Line,13.6,  Evening  ,OP0087,S. Kumar,Automotive Parts,Aluminum,MetalWorks Pvt Ltd,100.0,706.0,584.0,15.0,,,6.7,46.0,78.4,17.9,3.3,116.92,32.99,351.65,9.7,62.9,19.0,Due,customer complaint logged
169,ORD-64374,2025-10-09,,MC-002,Assembly Line,13.1,Night,OP0115,R. Sharma,Electronics Housing,ALUMINUM,global alloys,250.0,712.0,672.0,15.0,Grade A,N,6.6,35.24,66.3,33.2,2.78,98.8,43.02,527.46,4.34,71.1,36.0,Scheduled,Line stopped briefly
170,ORD-79341,2025-12-01,Plant A,MC-036,Laser Cutter,0.9,2nd Shift,OP0027,  K. Verma  ,Consumer Plastics,ABS Plastic,Global Alloys,200.0,313.0,288.0,6.0,A+,NO,23.7,40.96,72.5,62.8,3.02,148.33,26.02,128.24,8.52,77.4,23.0,,unknown issue
171,ORD-41363,2026-02-18,Plant E,MC-035,3D Printer,1.2,Evening,OP0103,S. Kumar,Metal Bracket,Steel,Global Alloys,100.0,568.0,602.0,9.0,grade b,Yes,0.5,32.82,62.2,30.3,2.14,93.05,25.45,221.38,9.05,91.0,14.0,Due,OK
172,ORD-38738,2026-03-13,Plant E,MC-001,Stamping Press,0.4,Night,OP0063,P. Rao,Packaging Unit,Cast Iron,Global Alloys,100.0,604.0,523.0,10.0,A+,Yes,38.2,47.4,70.4,38.2,2.75,149.86,23.85,218.24,5.93,70.6,43.0,Due,N/A
173,ORD-43381,2026-01-24,Plant B,MC-036,CNC Mill,9.7,  2nd Shift  ,OP0053,M. Naidu,Home Appliance Component,steel,Steelcorp Ltd.,,502.0,465.0,9.0,Grade A,Yes,15.8,49.97,58.0,46.2,4.76,107.83,19.71,162.51,6.53,67.0,39.0,ok,unknown issue
174,ORD-27713,2026-05-13,Plant A,MC-022,CNC Lathe,3.0,Evening,OP0074,M. Naidu,Industrial Fastener,ALUMINUM,Poly Materials Inc,50.0,458.0,341.0,8.0,Grade A,No,22.4,52.16,70.7,29.3,1.85,138.66,20.23,118.53,9.03,55.5,28.0,N/A,unknown issue
175,ORD-61098,15/04/2026,Plant A,MC-005,Assembly Line,13.9,2nd Shift,OP0120,,Industrial Fastener,Cast Iron,,50.0,511.0,515.0,9.0,Reject,Yes,43.4,49.77,57.1,62.1,1.33,116.23,39.55,244.26,6.77,64.4,33.0,Due,Material shortage
176,ORD-88213,01-29-2026,plant b,MC-013,Laser Cutter,0.3,Night,OP0074,"  D'Souza, L.  ",Medical Device Part,ALUMINUM,SteelCorp Ltd,,276.0,251.0,7.0,A,Yes,43.4,52.3,71.7,43.4,1.5,147.49,40.32,208.86,6.53,96.1,3.0,Scheduled,
177,ORD-31433,2025-10-21,Plant B,MC-020,CNC Lathe,7.8,Morning,OP0107,P. Rao,Aerospace Component,Aluminum,,,511.0,524.0,6.0,B,,64.9,63.12,61.1,46.7,2.53,127.13,29.81,171.02,8.36,79.1,41.0,,unknown issue
178,ORD-85184,2025-10-15,Plant-D,MC-020,3D Printer,6.4,Day,OP0033,,Aerospace Component,Copper,SteelCorp Ltd,100.0,446.0,339.0,7.0,A,yes,38.7,42.84,72.3,45.9,1.98,86.86,38.26,233.1,8.6,78.9,60.0,DUE,  Late shift start 
179,ORD-44463,2026-03-19,Plant A,MC-030,Conveyor Unit,10.8,Evening,OP0045,R. Sharma,Medical Device Part,Polycarbonate,MetalWorks Pvt Ltd,250.0,391.0,408.0,10.0,grade b,Yes,0.4,31.68,73.4,56.3,1.66,173.29,29.39,243.84,7.24,96.6,2.0,N/A,Routine check
180,ORD-49158,2026-08-06,Plant B,MC-023,CNC Mill,9.4,Day,OP0119,P. Rao,Metal Bracket,,,,573.0,543.0,14.0,,Yes,8.2,43.8,62.8,72.2,4.01,157.21,25.95,285.94,7.24,68.4,50.0,Due,unknown issue
181,ORD-84806,01/02/2026,Plant B,MC-040,CNC Lathe,8.5,,OP0090,P. Rao,Aerospace Component,ALUMINUM,global alloys,50.0,347.0,360.0,4.0,grade b,Yes,8.2,46.95,66.1,39.4,2.38,77.87,34.55,112.95,7.87,84.3,49.0,DUE,customer complaint logged
182,ORD-85479,24-Apr-2026,Plant B,MC-034,Stamping Press,5.9,1st Shift,OP0005,P. Rao,Industrial Fastener,Polycarbonate,Global Alloys,150.0,359.0,361.0,4.0,Reject,Yes,3.3,64.96,71.7,42.9,1.27,67.69,15.35,39.62,6.95,90.1,10.0,Scheduled,Power fluctuation
